,train/loss,train/loss_step,train/loss_epoch,nfe,integ_error,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best
general__sph_d65_c1_s50,0.014829495921730995,0.015055850148200989,0.014829495921730995,49.0,1.8527110796640045e-06,-41.92855453491211,0.2693025469779968,0.0,1.0,0.5019158124923706,1.0224626064300537,0.13164494931697845,0.7617956399917603,1.0000001111620804e-06,2.1114444734848803e-06,0.7021865248680115,2.0286331176757812,2.8890230655670166,0.49300000071525574,0.5149999856948853,0.6124014258384705,0.6165599822998047,0.9932553172111511,1.0266170501708984,1.0285773277282715,0.9980942606925964,5.482793974995843e-17,1.1211529260182892e-16,1.4693595125843527e-29,6.998808353044448e-29,5.728735285187049e-17,7.733903808076844e-18,2.5617952757526795e-31,1.0438139210247453e-16,1.0,1.0288774967193604,sphere,1,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.014690091833472252,0.014690091833472252,-41.818904876708984,-41.818904876708984,-41.81890106201172
general__sph_d65_c2_s34,0.0018659033812582493,0.001910596969537437,0.0018659033812582493,50.5,2.872571349143982e-05,-64.43016815185547,0.2470131665468216,0.0,1.0,0.49440303444862366,0.9523046612739563,0.05006322264671326,0.5712080001831055,1.0000001111620804e-06,2.0387888071127236e-06,0.1724209040403366,0.848471462726593,4.920931816101074,0.4964999854564667,0.49183332920074463,0.0690826028585434,0.07116445153951645,0.9707459211349487,0.3295047879219055,0.3339080810546875,0.9868128299713135,3.0952546891527396e-15,5.6087472572646745e-19,4.1356513668325663e-26,1.0339974325844202e-33,-3.0946937415834205e-15,5.767550647381601e-22,5.076539998648088e-40,5.6029797404436485e-19,1.0,0.33180347084999084,sphere,2,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0018376822117716074,0.0018376822117716074,-64.42984771728516,-64.42984771728516,-64.42984771728516
general__sph_d65_c2_s42,0.0018663858063519,0.0018876802641898394,0.0018663858063519,52.5,2.6623407393344678e-05,-64.52758026123047,0.24644581973552704,0.0,1.0,0.4939234256744385,0.9149864912033081,0.04951566457748413,0.5707201957702637,1.0000001111620804e-06,2.0407626379892463e-06,0.17154791951179504,0.8431994915008545,4.915241241455078,0.49533334374427795,0.5055000185966492,0.06663049012422562,0.07198342680931091,0.9256365299224854,0.32373833656311035,0.3356107771396637,0.9646244049072266,1.539290477850161e-13,4.2666929191894164e-20,1.4110487540320315e-22,3.6173768760568275e-36,-1.5392900712743462e-13,8.14399508866347e-20,3.656362263866078e-35,-3.8773021694740535e-20,1.0,0.33000534772872925,sphere,2,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0018990276148542762,0.0018990276148542762,-64.2461166381836,-64.2461166381836,-64.2461166381836
general__sph_d65_c2_s50,0.0018493608804419637,0.0018327756552025676,0.0018493608804419637,60.5,4.595642167259939e-05,-64.18109130859375,0.24772901833057404,0.0,1.0,0.49467676877975464,1.0041518211364746,0.054304249584674835,0.5718257427215576,1.0000001111620804e-06,2.0400887024152325e-06,0.17063617706298828,0.8330269455909729,4.881889343261719,0.49816668033599854,0.49966666102409363,0.0654943510890007,0.07166305184364319,0.9139207601547241,0.31941044330596924,0.3328762948513031,0.9595469832420349,1.4998471689338204e-14,8.81010114697952e-19,1.1495238709606928e-24,3.338727584623757e-33,-1.499759077507306e-14,7.292885516177052e-17,1.5217211843372114e-29,-7.204784825239744e-17,1.0,0.32669687271118164,sphere,2,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0019019690807908773,0.0019019690807908773,-64.34517669677734,-64.34517669677734,-64.34516906738281
general__sph_d65_c3_s34,0.008240701630711555,0.008277351967990398,0.008240701630711555,46.0,3.265837904109503e-06,-76.4247817993164,0.1273501068353653,0.0,1.0,0.34465494751930237,0.6971939206123352,0.09238626807928085,0.5117312073707581,1.0000001111620804e-06,3.1269557894120226e-06,0.4690370559692383,1.6208971738815308,3.4557971954345703,0.5040000081062317,0.47433334589004517,0.38113659620285034,0.37325260043144226,1.0211224555969238,0.7497950792312622,0.7456954717636108,1.005497694015503,1.2898999202093364e-08,2.4168118617495793e-09,3.1317307145999063e-13,1.3881475789266802e-14,-1.048218756238839e-08,2.8993096634621907e-07,7.660729689495938e-11,-2.875141547065141e-07,1.0,0.7485748529434204,sphere,3,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.008147128857672215,0.008147128857672215,-76.69146728515625,-76.69146728515625,-76.69145965576172
general__sph_d65_c3_s42,0.008246696554124355,0.00821243692189455,0.008246696554124355,44.0,3.200024366378784e-06,-76.56037139892578,0.12810684740543365,0.0,1.0,0.345558226108551,0.6972673535346985,0.09318481385707855,0.510095477104187,1.0000001111620804e-06,3.122611587969004e-06,0.4524631202220917,1.6215441226959229,3.583814859390259,0.5011666417121887,0.48516666889190674,0.37800928950309753,0.37527310848236084,1.0072910785675049,0.7476499080657959,0.7470308542251587,1.000828742980957,4.721896473824927e-08,3.0598963363104303e-09,8.389270181319297e-12,1.760317423511043e-14,-4.415906573740358e-08,1.252979132004839e-06,4.317745716519994e-09,-1.2499192507675616e-06,1.0,0.7468814253807068,sphere,3,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.008317513391375542,0.008317513391375542,-75.8213119506836,-75.8213119506836,-75.82130432128906
general__sph_d65_c3_s50,0.008231204934418201,0.00793099869042635,0.008231204934418201,44.5,3.334134817123413e-06,-76.0692367553711,0.13116662204265594,0.0,1.0,0.34888094663619995,0.7398693561553955,0.09699446707963943,0.5257089138031006,1.0000001111620804e-06,3.0988583148428006e-06,0.46326732635498047,1.626615047454834,3.5111799240112305,0.500333309173584,0.484333336353302,0.3777760863304138,0.3754824101924896,1.0061086416244507,0.7469841241836548,0.7469452023506165,1.0000520944595337,7.986387799974182e-07,4.300239275778495e-09,1.2323889686527423e-09,3.358915589787327e-14,-7.943384616737603e-07,2.3381011487799697e-05,8.56956944517151e-07,-2.3376711396849714e-05,1.0,0.7477631568908691,sphere,3,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.00834325235337019,0.00834325235337019,-76.40642547607422,-76.40642547607422,-76.40642547607422
general__sph_d65_c5_s34,0.0045325253158807755,0.0044815498404204845,0.0045325253158807755,50.0,2.0263096303096972e-05,-94.0085220336914,0.12744295597076416,0.0,1.0,0.3407227098941803,0.6866514682769775,0.10643907636404037,0.5223870277404785,1.0000001111620804e-06,3.3028020425263094e-06,0.3092188239097595,1.0096626281738281,3.2652041912078857,0.4959999918937683,0.45483332872390747,0.22981327772140503,0.2261110097169876,1.0163737535476685,0.5760098695755005,0.5723762512207031,1.0063482522964478,6.614128551518661e-07,2.845514757154888e-07,1.1820903630943569e-11,8.570722799007557e-13,-3.768613794363773e-07,0.08625639975070953,0.04757137969136238,-0.08625611662864685,1.0,0.574783205986023,sphere,5,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0045929220505058765,0.0045929220505058765,-93.73397064208984,-93.73397064208984,-93.73397064208984
general__sph_d65_c5_s42,0.004551898222416639,0.004535677842795849,0.004551898222416639,50.0,1.9765147953876294e-05,-93.70378112792969,0.12752820551395416,0.0,1.0,0.34121906757354736,0.7208873629570007,0.10509715974330902,0.5184922814369202,1.0000001111620804e-06,3.2783677852421533e-06,0.30895736813545227,1.0136163234710693,3.28076434135437,0.4951666593551636,0.437333345413208,0.2329782098531723,0.22517989575862885,1.0346314907073975,0.580052375793457,0.571324348449707,1.0152767896652222,1.33409628233494e-06,3.028096671187086e-07,9.881234719344434e-11,1.2383317028047403e-12,-1.0312866152162314e-06,0.08533520251512527,0.048485107719898224,-0.0853348970413208,1.0,0.5752583146095276,sphere,5,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d65_c5_s50,0.004543089307844639,0.0046813287772238255,0.004543089307844639,53.0,1.6282001524814405e-05,-93.75492858886719,0.12565091252326965,0.0,1.0,0.3382027745246887,0.7218017578125,0.10605412721633911,0.5206252932548523,1.0000001111620804e-06,3.3286958114331355e-06,0.30666112899780273,1.0178050994873047,3.3189895153045654,0.4938333332538605,0.4391666650772095,0.23554760217666626,0.22421397268772125,1.0505483150482178,0.5820877552032471,0.5715752243995667,1.0183922052383423,9.093610628951865e-07,3.2312632924913487e-07,5.044862097514091e-11,2.0933005762807655e-12,-5.862347052243422e-07,0.07800623774528503,0.04295027628540993,-0.07800591737031937,1.0,0.5770533084869385,sphere,5,65,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.004451220855116844,0.004451220855116844,-94.06832122802734,-94.06832122802734,-94.06832122802734
general__sph_d9_c10_s34,0.010862983763217926,0.010299238376319408,0.010862983763217926,62.0,2.3469328880310059e-07,-7.2514142990112305,0.01564635895192623,0.0,1.0,0.09722553193569183,0.3543670177459717,0.07863546162843704,0.2644394040107727,1.0000001111620804e-06,2.4458187908749096e-05,0.15669703483581543,1.0170127153396606,6.490312576293945,0.4898333251476288,0.45516666769981384,0.05741467326879501,0.055828023701906204,1.028420329093933,0.2877543270587921,0.28207927942276,1.0201185941696167,0.005420946050435305,0.005906176287680864,0.0006898947758600116,0.0012129365932196379,0.0004852302372455597,0.008462540805339813,0.0010765295010060072,-0.002556364517658949,1.0,0.28394487500190735,sphere,10,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c10_s42,0.010880826972424984,0.011801525950431824,0.010880826972424984,62.0,2.918144161867531e-07,-7.2662272453308105,0.01592533104121685,0.0,1.0,0.09838368743658066,0.35289180278778076,0.07893779128789902,0.2651955485343933,1.0000001111620804e-06,2.4090328224701807e-05,0.15495724976062775,1.0205292701721191,6.58587646484375,0.48766666650772095,0.4568333327770233,0.05882340669631958,0.05569927394390106,1.0560892820358276,0.29030516743659973,0.2816142141819,1.030861258506775,0.006046304013580084,0.005954420659691095,0.0007876307354308665,0.0014805418904870749,-9.18833538889885e-05,0.008921434171497822,0.0011756338644772768,-0.002967013278976083,1.0,0.28456273674964905,sphere,10,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c1_s34,0.12323690205812454,0.12409056723117828,0.12323690205812454,62.0,5.01672445807344e-07,3.0517799854278564,0.34337496757507324,0.0,1.0,0.5601202249526978,1.0929142236709595,0.17200548946857452,0.8985443711280823,1.0000001111620804e-06,1.9406238607189152e-06,0.5956288576126099,0.28241318464279175,0.474142849445343,0.5044999718666077,0.5164999961853027,0.6494265794754028,0.6552813053131104,0.9910653233528137,1.0446138381958008,1.049580454826355,0.9952679872512817,0.357489675283432,0.35430729389190674,0.028351575136184692,0.02917102724313736,-0.0031823813915252686,0.4587363600730896,0.02965399995446205,-0.10442906618118286,1.0,1.0440175533294678,sphere,1,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c1_s42,0.1230914518237114,0.1171012744307518,0.1230914518237114,60.5,6.407499313354492e-07,3.101456642150879,0.34936466813087463,0.0,1.0,0.5647282600402832,1.0936024188995361,0.1740768849849701,0.90944504737854,1.0000001111620804e-06,1.9286017050035298e-06,0.5942955017089844,0.2849266231060028,0.4794359505176544,0.5034999847412109,0.512666642665863,0.6612959504127502,0.6571025848388672,1.006381630897522,1.052250862121582,1.0510876178741455,1.0011067390441895,0.3519427180290222,0.3537597954273224,0.029075656086206436,0.02923925593495369,0.001817077281884849,0.4574323296546936,0.030346494168043137,-0.10367253422737122,1.0,1.0538371801376343,sphere,1,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c2_s34,0.10797282308340073,0.10873144119977951,0.10797282308340073,55.0,1.0281801223754883e-06,-0.08406755328178406,0.19397123157978058,0.0,1.0,0.4280681908130646,0.7424179911613464,0.10350725054740906,0.63837730884552,1.0000001111620804e-06,2.4673258849361446e-06,0.5525959134101868,0.45952656865119934,0.8315779566764832,0.49933332204818726,0.5080000162124634,0.5459913611412048,0.5470532774925232,0.9980588555335999,0.9121621251106262,0.9137282967567444,0.9982859492301941,0.15248341858386993,0.1480122208595276,0.020596470683813095,0.018817774951457977,-0.004471197724342346,0.2335088700056076,0.027652498334646225,-0.08549665659666061,1.0,0.9099022746086121,sphere,2,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c2_s42,0.1078810915350914,0.10906047374010086,0.1078810915350914,56.0,1.3882914799978607e-06,-0.054058872163295746,0.1988401710987091,0.0,1.0,0.43351203203201294,0.7450920939445496,0.10426361113786697,0.6428846716880798,1.0000001111620804e-06,2.4398602818109794e-06,0.5261995792388916,0.4617471992969513,0.8775134086608887,0.5076666474342346,0.5209999680519104,0.5476256608963013,0.5494690537452698,0.9966451525688171,0.9133986234664917,0.9151406288146973,0.9980964064598083,0.14957976341247559,0.14769503474235535,0.020957516506314278,0.018950102850794792,-0.001884728786535561,0.2330312430858612,0.02806556411087513,-0.08533621579408646,1.0,0.9166262745857239,sphere,2,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c3_s34,0.08406935632228851,0.08464664965867996,0.08406935632228851,50.0,2.6946265734295594e-06,-2.152789354324341,0.11728295683860779,0.0,1.0,0.32485219836235046,0.6198225617408752,0.10832114517688751,0.5070270299911499,1.0000001111620804e-06,3.4667582440306433e-06,0.48805034160614014,0.5861291885375977,1.2009605169296265,0.5018333196640015,0.4873333275318146,0.4135018587112427,0.4076864421367645,1.014264464378357,0.7770386338233948,0.7736711502075195,1.0043526887893677,0.07287020981311798,0.07026216387748718,0.010002746246755123,0.009675568901002407,-0.0026080459356307983,0.12940093874931335,0.018291262909770012,-0.05913877487182617,1.0,0.7724364995956421,sphere,3,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c3_s42,0.0838337242603302,0.08501248806715012,0.0838337242603302,50.0,1.976887460841681e-06,-2.111226797103882,0.12109322100877762,0.0,1.0,0.3310471773147583,0.6165682077407837,0.10711324214935303,0.5118969082832336,1.0000001111620804e-06,3.394125315026031e-06,0.45836469531059265,0.5898905992507935,1.2869459390640259,0.5021666884422302,0.5040000081062317,0.4107963740825653,0.41016438603401184,1.0015407800674438,0.7752578258514404,0.774848461151123,1.000528335571289,0.07451770454645157,0.07021353393793106,0.012014428153634071,0.009724644012749195,-0.004304170608520508,0.12941128015518188,0.018571365624666214,-0.059197742491960526,1.0,0.7769612669944763,sphere,3,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d9_c5_s34,0.04202863574028015,0.0427582748234272,0.04202863574028015,54.5,5.600352892543015e-07,-5.167269229888916,0.06881637871265411,0.0,1.0,0.239663228392601,0.4750422239303589,0.10657279193401337,0.42917847633361816,1.0000001111620804e-06,5.192178832658101e-06,0.31417059898376465,0.7921460866928101,2.521388292312622,0.4961666762828827,0.4726666808128357,0.1958518922328949,0.1897696554660797,1.032050609588623,0.5408788919448853,0.5332593321800232,1.0142886638641357,0.02310122363269329,0.020952390506863594,0.0031096988823264837,0.0028160009533166885,-0.0021488331258296967,0.04820723459124565,0.007174843922257423,-0.027254844084382057,1.0,0.5351017713546753,sphere,5,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.04272687807679176,0.04272687807679176,-5.124592304229736,-5.124592304229736,-5.124591827392578
general__sph_d9_c5_s42,0.042819179594516754,0.04216764494776726,0.042819179594516754,55.5,4.0481486962562485e-07,-5.064265251159668,0.066157266497612,0.0,1.0,0.2300209105014801,0.5095179677009583,0.11496776342391968,0.4380795955657959,1.0000001111620804e-06,5.718278316635406e-06,0.3143461048603058,0.7956539988517761,2.531140089035034,0.5065000057220459,0.468666672706604,0.19616973400115967,0.19069522619247437,1.0287081003189087,0.5415396094322205,0.5335566997528076,1.0149617195129395,0.025272155180573463,0.021024007350206375,0.004339254926890135,0.002773617161437869,-0.004248147830367088,0.048499513417482376,0.007325463462620974,-0.027475502341985703,1.0,0.538219153881073,sphere,5,9,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c10_s34,5.986110687255859,5.523453712463379,5.986110687255859,67.0,0.0,-6.317934989929199,68.59455871582031,0.0,1.0,3.801758050918579,131.7187957763672,7.341805458068848,15.078468322753906,1.0000001111620804e-06,1.6419467101513874e-06,1.7543258666992188,2.080263614654541,1.1857908964157104,0.09000000357627869,0.140666663646698,1.9559019804000854,1.4353482723236084,1.362667202949524,2.4949111938476562,2.131164312362671,1.1706799268722534,7.639529006222536e+22,2.4135168705447187e+22,inf,inf,-5.22601258603778e+22,4.644514444961152e+20,inf,2.3670716979476095e+22,1.0,2.5344414710998535,poincare,10,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c10_s42,5.854305267333984,6.108761310577393,5.854305267333984,62.0,0.0,-6.254266738891602,71.38191223144531,0.0,1.0,3.8031845092773438,138.55282592773438,7.476669788360596,15.274429321289062,1.0000001111620804e-06,1.7789532194001367e-06,1.7352837324142456,2.0571670532226562,1.1854932308197021,0.24416667222976685,0.07599999755620956,1.9802675247192383,1.4330003261566162,1.381903052330017,2.513701915740967,2.1282551288604736,1.1811093091964722,8.410533553069334e+22,2.8391401367884918e+22,inf,inf,-5.57139319110086e+22,2.485764101311331e+20,inf,2.8142825186452203e+22,1.0,2.5379350185394287,poincare,10,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c10_s50,5.965662956237793,7.486912727355957,5.965662956237793,58.0,0.0,-6.2714385986328125,63.04105758666992,0.0,1.0,3.668009042739868,142.2674102783203,7.008513450622559,14.48052978515625,1.0000001111620804e-06,1.6077382269941154e-06,1.7446556091308594,2.0800576210021973,1.192245364189148,0.1185000017285347,0.07266666740179062,1.9698610305786133,1.4432625770568848,1.364866852760315,2.5038113594055176,2.1366283893585205,1.171851634979248,8.560564669615703e+22,2.3442087240793005e+22,inf,inf,-6.216355945536403e+22,3.678752337399917e+20,inf,2.307421295703106e+22,1.0,2.5401151180267334,poincare,10,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c1_s34,0.21463708579540253,0.21455655992031097,0.21463708579540253,20.0,0.0,5.004798412322998,0.5806936621665955,0.0,1.0,0.7490020990371704,1.6472320556640625,0.14023369550704956,0.9867399334907532,1.0000001111620804e-06,1.3843714441463817e-06,1.2238572835922241,0.269015908241272,0.2198098748922348,0.429666668176651,0.3644999861717224,1.636362910270691,1.4402564764022827,1.1361607313156128,1.9536628723144531,1.8179091215133667,1.0746756792068481,332.35833740234375,240.9981689453125,3329419.25,1393122.875,-91.36016845703125,73.18950653076172,52121.70703125,167.80865478515625,1.0,1.8889976739883423,poincare,1,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c1_s42,0.21530532836914062,0.21612489223480225,0.21530532836914062,20.0,0.0,5.001429557800293,0.5742045640945435,0.0,1.0,0.7450858354568481,1.548518180847168,0.13786107301712036,0.9805605411529541,1.0000001111620804e-06,1.3901983493269654e-06,1.1238188743591309,0.2677108645439148,0.23821531236171722,0.4300000071525574,0.37433332204818726,1.6272051334381104,1.438092827796936,1.1315021514892578,1.9471352100372314,1.815854549407959,1.0722969770431519,363.82318115234375,258.70941162109375,10754434.0,6250015.5,-105.11373901367188,72.46158599853516,43228.37890625,186.24783325195312,1.0,1.887217402458191,poincare,1,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c1_s50,0.2128199338912964,0.21015165746212006,0.2128199338912964,32.0,0.0,5.250845432281494,0.5961969494819641,0.0,1.0,0.7465296983718872,2.2349648475646973,0.19675174355506897,1.1027659177780151,1.0000001111620804e-06,1.436845877833548e-06,1.2165590524673462,0.2708356976509094,0.22262437641620636,0.4416666626930237,0.3801666796207428,1.6524150371551514,1.4473613500595093,1.1416741609573364,1.9604130983352661,1.8225066661834717,1.0756685733795166,7896.740234375,227.7935791015625,77912850432.0,1156254.0,-7668.94580078125,72.77762603759766,45794.25,155.01596069335938,1.0,1.8919874429702759,poincare,1,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.21403837203979492,0.21403837203979492,5.230503559112549,5.230503559112549,5.230503559112549
general__poi_d16_c2_s34,0.26301145553588867,0.26622581481933594,0.26301145553588867,26.0,0.0,2.7810752391815186,1.0722852945327759,0.0,1.0,0.9727548956871033,4.019397735595703,0.3547919988632202,1.6176279783248901,1.0000001111620804e-06,1.173448481495143e-06,1.3504924774169922,0.5022596120834351,0.3719084858894348,0.34066665172576904,0.25316667556762695,1.805516004562378,1.4402844905853271,1.2535828351974487,2.1758921146392822,1.9089949131011963,1.1398102045059204,1484004.125,397428.75,1322003684392960.0,49577918988288.0,-1086575.375,18213.958984375,104564056064.0,379214.75,1.0,2.061210870742798,poincare,2,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c2_s42,0.26329517364501953,0.2660285234451294,0.26329517364501953,26.0,0.0,2.7950901985168457,1.0585343837738037,0.0,1.0,0.9663594365119934,3.672316789627075,0.3525440990924835,1.6099542379379272,1.0000001111620804e-06,1.1815359357569832e-06,1.21915602684021,0.500104546546936,0.41020551323890686,0.336166650056839,0.2523333430290222,1.7981956005096436,1.4381176233291626,1.2503814697265625,2.1705989837646484,1.906651258468628,1.1384352445602417,3508753.5,992043.1875,3.292353566395597e+16,3131547360165888.0,-2516710.0,16440.853515625,72430305280.0,975602.375,1.0,2.0591845512390137,poincare,2,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c2_s50,0.1576216071844101,0.16340261697769165,0.1576216071844101,43.5,0.0,3.1932504177093506,1.1087830066680908,0.0,1.0,0.9788546562194824,4.324268341064453,0.3875983953475952,1.6511244773864746,1.0000001111620804e-06,1.349214585388836e-06,1.336167573928833,0.5023440718650818,0.3759588897228241,0.36399999260902405,0.3006666600704193,1.7164533138275146,1.4473750591278076,1.1859078407287598,2.112135171890259,1.9138344526290894,1.103614330291748,307559008.0,317807.4375,2.918282068962134e+20,47708928737280.0,-307241216.0,17121.54296875,67541168128.0,300685.90625,1.0,2.0349810123443604,poincare,2,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.172657310962677,0.172657310962677,4.5500922203063965,4.5500922203063965,3.1743929386138916
general__poi_d16_c3_s34,0.3440317213535309,0.3521602153778076,0.3440317213535309,35.5,0.0,0.7375107407569885,1.8607453107833862,0.0,1.0,1.1928465366363525,8.403773307800293,0.6611465215682983,2.4262001514434814,1.0000001111620804e-06,1.1156979553561541e-06,1.438993215560913,0.6988897919654846,0.4856797158718109,0.2475000023841858,0.1811666637659073,1.9293303489685059,1.4403014183044434,1.3395323753356934,2.3323757648468018,1.969796061515808,1.1840696334838867,8586753024.0,681777472.0,1.1003357639898107e+23,2.8942648647305763e+20,-7904975360.0,6853632.0,5.368748204202394e+16,674923840.0,1.0,2.193913459777832,poincare,3,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c3_s42,0.342939168214798,0.34804585576057434,0.342939168214798,35.5,0.0,0.7895610332489014,1.8192760944366455,0.0,1.0,1.1791787147521973,7.523865222930908,0.6533753871917725,2.40380597114563,1.0000001111620804e-06,1.131804538090364e-06,1.319300889968872,0.6958698630332947,0.5274534821510315,0.2619999945163727,0.17350000143051147,1.9210330247879028,1.4381325244903564,1.3357830047607422,2.3267695903778076,1.9672828912734985,1.1827325820922852,42669207552.0,5121306112.0,8.446445905016332e+24,1.3613393583782764e+23,-37547900928.0,5285789.5,3.940241652056064e+16,5116020224.0,1.0,2.191155433654785,poincare,3,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__poi_d16_c3_s50,0.34133845567703247,0.34749987721443176,0.34133845567703247,32.0,0.0,0.9807648658752441,1.733408808708191,0.0,1.0,1.1574523448944092,7.933295726776123,0.6265490055084229,2.326418161392212,1.0000001111620804e-06,1.1714882930391468e-06,1.4670854806900024,0.6942572593688965,0.4732220768928528,0.26616665720939636,0.18299999833106995,1.9050315618515015,1.447383165359497,1.316190242767334,2.3173346519470215,1.974721074104309,1.1734997034072876,6416004608.0,514589408.0,3.4591094895519975e+22,3.021931534776764e+20,-5901414912.0,5594319.0,3.1409379303489536e+16,508995072.0,1.0,2.186368227005005,poincare,3,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
